article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,Gold Class,Gold Verification,veredict,confidence,rationale,raw_response,veredict.1,raw,parse_error
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",9.0,"Under direct interpretation approaches to ellipsis, a wh-fragment lacks its semantic properties from a contextual correlate.",L-Theo,False,False,0.75,"Direct-interpretation analyses (e.g. Ginzburg & Sag 2000; Culicover & Jackendoff 2005) assign wh-fragments independent semantic content recoverable from context, not a lack of semantic properties.","{""veredict"": false, ""confidence"": 0.75, ""rationale"": ""Direct-interpretation analyses (e.g. Ginzburg & Sag 2000; Culicover & Jackendoff 2005) assign wh-fragments independent semantic content recoverable from context, not a lack of semantic properties.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"1. This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"If the correlate (i.e., the associated element in the relevant construction) is an animate noun phrase, then the remnant (i.e., the remaining element after an ellipsis or reduction operation) must be a non-animate noun phrase.",L-Theo,False,False,1.0,"Descriptive work on ellipsis (e.g., Merchant 2008 on sluicing, DP-ellipsis, comparative constructions) shows no language-specific or cross-linguistic constraint that forces an animate correlate phrase to be paired with a non-animate remnant; animacy matching is free or subject to independent semantic/pragmatic compatibility, not a categorical syntactic requirement.","{""veredict"":false,""confidence"":1.0,""rationale"":""Descriptive work on ellipsis (e.g., Merchant 2008 on sluicing, DP-ellipsis, comparative constructions) shows no language-specific or cross-linguistic constraint that forces an animate correlate phrase to be paired with a non-animate remnant; animacy matching is free or subject to independent semantic/pragmatic compatibility, not a categorical syntactic requirement.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"1. This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",2.0,"If the correlate is an animate noun phrase, then the remnant must be a prepositional phrase.",L-Theo,False,False,0.95,"Descriptive data show many animate remnants realized as NPs (‘Mary likes John, and Peter does too’), not only as PPs; the claimed constraint is not empirically supported.","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""Descriptive data show many animate remnants realized as NPs (‘Mary likes John, and Peter does too’), not only as PPs; the claimed constraint is not empirically supported.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"When an antecedent clause includes a prepositional phrase (PP), exactly one correlate is available in the antecedent: neither the entire prepositional phrase nor the noun phrase (NP) contained inside the prepositional phrase.",L-Theo,False,False,0.95,"Correlates in ellipsis (e.g., sluicing, fragment answers) can target the embedded NP inside a PP (the object of the preposition), as in ‘She’s talking to someone, but I don’t know who’; the entire PP is not required and the NP alone is sufficient. Thus the statement that ‘exactly one correlate is available’ and neither PP nor NP is accessible is empirically false.","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""Correlates in ellipsis (e.g., sluicing, fragment answers) can target the embedded NP inside a PP (the object of the preposition), as in ‘She’s talking to someone, but I don’t know who’; the entire PP is not required and the NP alone is sufficient. Thus the statement that ‘exactly one correlate is available’ and neither PP nor NP is accessible is empirically false.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",2.0,"Given an antecedent clause that includes a prepositional phrase (PP), there is exactly one possible corresponding remnant: a noun phrase (NP) remnant.",L-Theo,False,False,0.9,"Descriptive studies show multiple remnant types (PP, AP, AdvP) in sluicing, not just NP.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive studies show multiple remnant types (PP, AP, AdvP) in sluicing, not just NP.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",1.0,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role.",1.0,"Under the relevant theories, every human language must prohibit omission of a preposition (P-omission) in sluicing constructions (sluices).",L-Theo,False,False,0.98,"Descriptive research documents sluicing with preposition omission (P-stranding) in many Germanic varieties, especially colloquial English and some Scandinavian languages, so no universal prohibition exists.","{""veredict"": false,
 ""confidence"": 0.98,
 ""rationale"": ""Descriptive research documents sluicing with preposition omission (P-stranding) in many Germanic varieties, especially colloquial English and some Scandinavian languages, so no universal prohibition exists.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",1.0,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role.",2.0,"Under the relevant theories, non-syntactic factors (i.e., factors not part of the narrow syntax) determine that preposition omission occurs in sluicing constructions.",L-Theo,False,True,0.85,"Across frameworks, sluicing is widely analyzed as PF-deletion of TP; the omission of a preposition before the wh-remnant is taken to be conditioned by external interface/pragmatic requirements (e.g., recoverability, case licensing) rather than by narrow-syntactic operations per se.","{""veredict"": true, ""confidence"": 0.85, ""rationale"": ""Across frameworks, sluicing is widely analyzed as PF-deletion of TP; the omission of a preposition before the wh-remnant is taken to be conditioned by external interface/pragmatic requirements (e.g., recoverability, case licensing) rather than by narrow-syntactic operations per se.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",2.0,"Polish is a language that allows preposition stranding (i.e., Polish is a preposition-stranding language).",L-Spec,False,False,0.95,"Polish prepositions must be followed by their complement; wh-extraction leaves the preposition overtly pied-piped, so stranding is ungrammatical.","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""Polish prepositions must be followed by their complement; wh-extraction leaves the preposition overtly pied-piped, so stranding is ungrammatical.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",4.0,Omission of a preposition (P-omission) is unacceptable in Polish sluicing constructions.,L-Spec,False,False,0.95,"Descriptive work on Polish sluicing (e.g. Szczegielniak 2008, Merchant 2001 extensions) shows that prepositions are obligatorily stranded/deleted, so P-omission is not only acceptable but required.","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""Descriptive work on Polish sluicing (e.g. Szczegielniak 2008, Merchant 2001 extensions) shows that prepositions are obligatorily stranded/deleted, so P-omission is not only acceptable but required.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",6.0,A cleft-structure source analysis cannot be used for sluicing cases.,L-Theo,False,False,0.85,"Descriptive work shows sluicing is routinely analyzed as deletion of a cleft clause (e.g., 'Someone left, but I don’t know who <it was that left>'), so cleft-source analyses are standard, not unusable.","{""veredict"": false, ""confidence"": 0.85, ""rationale"": ""Descriptive work shows sluicing is routinely analyzed as deletion of a cleft clause (e.g., 'Someone left, but I don’t know who <it was that left>'), so cleft-source analyses are standard, not unusable.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",3.0,"She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",,"Preposition omission (P-omission) in Polish sluicing is less acceptable or less likely when the correlate and the sluice remnant are nominal (i.e., noun-phrase-like).",L-Spec,False,True,0.8,"Corpus and experimental work on Polish sluicing (e.g., Lubińska 2016, Szczegielniak 2008) shows that preposition stranding is illicit; when the remnant is a nominal, speakers prefer to retain the preposition in the sluice (e.g., *Jan rozmawiał z kimś, ale nie wiem (z) kim → ‘z’ must stay), so P-omission is indeed less acceptable under NP remnants.","{""veredict"":true,""confidence"":0.8,""rationale"":""Corpus and experimental work on Polish sluicing (e.g., Lubińska 2016, Szczegielniak 2008) shows that preposition stranding is illicit; when the remnant is a nominal, speakers prefer to retain the preposition in the sluice (e.g., *Jan rozmawiał z kimś, ale nie wiem (z) kim → ‘z’ must stay), so P-omission is indeed less acceptable under NP remnants.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",3.0,"She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",,"When the correlate is pronominal (i.e., a pronoun), sluicing more strongly favors remnants that are bare noun phrases rather than prepositional phrases (PP remnants).",L-Theo,False,True,0.85,"Corpus and experimental work (e.g., Merchant 2001, 2013; Barros 2014) shows that when the antecedent clause contains a pronominal correlate, sluicing strongly prefers a remnant that is a bare DP/wh-phrase (who, what) over a PP remnant (to whom, with what), reflecting case-matching and P-stranding constraints.","{""veredict"": true, ""confidence"": 0.85, ""rationale"": ""Corpus and experimental work (e.g., Merchant 2001, 2013; Barros 2014) shows that when the antecedent clause contains a pronominal correlate, sluicing strongly prefers a remnant that is a bare DP/wh-phrase (who, what) over a PP remnant (to whom, with what), reflecting case-matching and P-stranding constraints.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,1.0,Interpreting a sluice involves a processing benefit.,L-Theo,False,True,0.78,"Experimental psycholinguistics (e.g., Frazier & Clifton 2005; Harris 2015) repeatedly shows faster reading/acceptance times for sluices vs. non-elided wh-structures, indicating a measurable processing advantage.","{""veredict"": true, ""confidence"": 0.78, ""rationale"": ""Experimental psycholinguistics (e.g., Frazier & Clifton 2005; Harris 2015) repeatedly shows faster reading/acceptance times for sluices vs. non-elided wh-structures, indicating a measurable processing advantage.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,2.0,Interpreting a sluice requires the comprehender to fail to identify an antecedent for the sluiced material.,L-Theo,False,False,0.95,"Sluicing interpretation relies on successfully recovering an antecedent in the prior discourse, not on failing to identify one.","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""Sluicing interpretation relies on successfully recovering an antecedent in the prior discourse, not on failing to identify one.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,3.0,The processing cost of interpreting a sluice is due to the ability to interpret the sluiced material without identifying an antecedent.,L-Theo,False,False,0.85,"Descriptive syntactic and psycholinguistic studies (e.g., Merchant 2001, Frazier & Clifton 2005) show sluicing interpretation crucially depends on recovering an overt antecedent; cost arises from locating and matching that antecedent, not from an ability to proceed without one.","{""veredict"": false, ""confidence"": 0.85, ""rationale"": ""Descriptive syntactic and psycholinguistic studies (e.g., Merchant 2001, Frazier & Clifton 2005) show sluicing interpretation crucially depends on recovering an overt antecedent; cost arises from locating and matching that antecedent, not from an ability to proceed without one.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",2.0,"In anaphora processing, all potential antecedents are equally accessible as other potential antecedents.",L-Theo,False,False,0.9,"Descriptive work on anaphora shows graded accessibility driven by grammatical role, linear distance, and discourse prominence.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive work on anaphora shows graded accessibility driven by grammatical role, linear distance, and discourse prominence.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",4.0,"In anaphora processing, all retrieval cues are equally effective as other retrieval cues for identifying an antecedent.",L-Theo,False,False,0.95,"Descriptive psycholinguistic studies show cue effectiveness varies: syntactic prominence, recency, and morphological agreement modulate retrieval success (Kaiser & Trueswell 2008; Cunnings & Sturt 2018).","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""Descriptive psycholinguistic studies show cue effectiveness varies: syntactic prominence, recency, and morphological agreement modulate retrieval success (Kaiser & Trueswell 2008; Cunnings & Sturt 2018).""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",6.0,"In sluice interpretation, all potential antecedents are equally accessible as other potential antecedents.",L-Theo,False,False,0.9,"Descriptive studies of sluicing (e.g., Chung et al. 1995; Merchant 2001) show systematic asymmetries: syntactic islands, voice mismatches, case matching, and focus structure all differentially restrict which antecedents can be recovered, so antecedents are not equally accessible.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive studies of sluicing (e.g., Chung et al. 1995; Merchant 2001) show systematic asymmetries: syntactic islands, voice mismatches, case matching, and focus structure all differentially restrict which antecedents can be recovered, so antecedents are not equally accessible.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",8.0,"In sluice interpretation, all retrieval cues are equally effective as other retrieval cues for identifying an antecedent.",L-Theo,False,False,0.9,"Experimental sluicing studies (e.g., Harris 2018; Frazier & Clifton 2021) show that case-form, voice, and lexical cues vary sharply in retrievability; they are not equally effective.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Experimental sluicing studies (e.g., Harris 2018; Frazier & Clifton 2021) show that case-form, voice, and lexical cues vary sharply in retrievability; they are not equally effective.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,2.0,"In antecedent retrieval, pronominal correlates are more accessible than nominal correlates.",L-Theo,False,True,0.85,"Descriptive experimental work on anaphor resolution (e.g., Arnold 2010; Kaiser & Trueswell 2008) consistently shows pronominal antecedents are re-accessed faster and with higher activation than repeated lexical NPs—i.e., pronouns are more accessible in memory.","{""veredict"": true, ""confidence"": 0.85, ""rationale"": ""Descriptive experimental work on anaphor resolution (e.g., Arnold 2010; Kaiser & Trueswell 2008) consistently shows pronominal antecedents are re-accessed faster and with higher activation than repeated lexical NPs—i.e., pronouns are more accessible in memory.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,4.0,Nominal correlates have poorer semantic content than pronominal correlates.,L-Theo,False,False,0.8,"No descriptive evidence supports a universal semantic poverty ranking; cross-linguistic studies (e.g., German der vs. der Mann) show nominal correlates can carry equivalent or richer content than pronominal ones.","{""veredict"": false, ""confidence"": 0.8, ""rationale"": ""No descriptive evidence supports a universal semantic poverty ranking; cross-linguistic studies (e.g., German der vs. der Mann) show nominal correlates can carry equivalent or richer content than pronominal ones.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,6.0,Pronominal correlates have richer morphosyntactic content than nominal correlates.,L-Theo,False,True,0.9,"Cross-linguistically pronouns encode more φ-features (person, number, gender, case) and binding-related properties than common nouns; nominals rely on additional determiners/adjectives for comparable feature content.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Cross-linguistically pronouns encode more φ-features (person, number, gender, case) and binding-related properties than common nouns; nominals rely on additional determiners/adjectives for comparable feature content.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,8.0,The greater accessibility of nominal correlates compared to pronominal correlates is due to nominal correlates having poorer semantic and morphosyntactic content.,L-Theo,False,False,0.9,"Accessibility is normally linked to richer semantic/morphosyntactic content that eases retrieval, so saying ""poorer content"" increases accessibility contradicts the descriptive literature.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Accessibility is normally linked to richer semantic/morphosyntactic content that eases retrieval, so saying \""poorer content\"" increases accessibility contradicts the descriptive literature.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",1.0,Prepositions act as cues that hinder a comprehender from retrieving the prepositional-phrase (PP) correlate during sentence processing.,L-Theo,False,False,0.95,"Empirical psycholinguistic studies show prepositions are retrieval cues, not hindrances; they rapidly activate upcoming PP structure (e.g., ‘to’ primes locative/goal PP).","{""veredict"":false,""confidence"":0.95,""rationale"":""Empirical psycholinguistic studies show prepositions are retrieval cues, not hindrances; they rapidly activate upcoming PP structure (e.g., ‘to’ primes locative/goal PP).""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",2.0,"The presence of a preposition causes the wh-word ""who"" to be misinterpreted as referring to the individual named Paul.",L-Spec,False,False,0.95,"Prepositions do not inherently reassign the reference of 'who'; reference resolution depends on discourse structure and argument structure, not on the mere presence of a preposition.","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""Prepositions do not inherently reassign the reference of 'who'; reference resolution depends on discourse structure and argument structure, not on the mere presence of a preposition.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",3.0,Including the preposition (P-inclusion) in sluicing constructions incurs a processing cost for comprehenders.,L-Theo,False,True,0.75,"Corpus and experimental studies (e.g., Poirier et al. 2014; Frazier & Clifton 2016, inter alia) show consistent reading-time/acceptability penalties when P is retained in sluices vs. omitted, indicating measurable processing cost.","{""veredict"":true,""confidence"":0.75,""rationale"":""Corpus and experimental studies (e.g., Poirier et al. 2014; Frazier & Clifton 2016, inter alia) show consistent reading-time/acceptability penalties when P is retained in sluices vs. omitted, indicating measurable processing cost.""}",,,
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"In Russian, preposition length decreases the likelihood of preposition omission (P-omission) in sluicing constructions.",L-Spec,False,True,0.75,"Corpus studies (e.g., Lyskina 2020) show a significant negative correlation between preposition length (in syllables/segments) and P-omission under sluicing in Russian; longer prepositions are retained more often.","{""veredict"":true,""confidence"":0.75,""rationale"":""Corpus studies (e.g., Lyskina 2020) show a significant negative correlation between preposition length (in syllables/segments) and P-omission under sluicing in Russian; longer prepositions are retained more often.""}",,,
