article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,KIM Class,KIM Language,JOHN Class,JOHN Language,LUCIA Class,LUCIA Language,GEMINI Class,GEMINI Language,OPENAI Class,OPENAI Language,Gold Class,Gold Verification,veredict,confidence,rationale,raw_response
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",8.0,"In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",1.0,Prosodically driven clitic displacement falls outside emerging typologies of clitic placement patterns in the world’s languages.,,,,,,,,,,,L-Typo,False,False,0.8,"Prosodically motivated clitic movement is a central and well-documented component of major typologies of clitic placement, such as those based on the PF Dislocation and Prosodic Inversion analyses, contradicting the statement.","{""veredict"": false, ""confidence"": 0.8, ""rationale"": ""Prosodically motivated clitic movement is a central and well-documented component of major typologies of clitic placement, such as those based on the PF Dislocation and Prosodic Inversion analyses, contradicting the statement.""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",1.0,North Sámi has a class of derived verbs called sensive verbs.,1.0,"In North Sámi, there is no class of derived verbs called sensive verbs.",,,,,,,,,,,L-Spec,False,False,0.9,"Descriptive grammars of North Sámi explicitly identify and describe a class of sensive verbs (derived from adjectives, meaning 'to become X'), contradicting the statement.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive grammars of North Sámi explicitly identify and describe a class of sensive verbs (derived from adjectives, meaning 'to become X'), contradicting the statement.""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",2.0,"Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’.",1.0,"Descriptively, in North Sámi, sensive verbs are formed by adding the suffix /ʃ/ to a verbal base.",,,,,,,,,,,L-Spec,False,False,0.9,"Sensitive verbs in North Sámi are formed with the suffix /j/ (orthographic <j>), not /ʃ/. The suffix /ʃ/ (orthographic <š>) is used for inchoative and momentane verbs.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Sensitive verbs in North Sámi are formed with the suffix /j/ (orthographic <j>), not /ʃ/. The suffix /ʃ/ (orthographic <š>) is used for inchoative and momentane verbs.""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",2.0,"Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’.",2.0,"Descriptively, in North Sámi, sensive verbs formed by adding the suffix /ʃ/ to an adjectival or nominal base mean ‘find [object] (too) VERB’.",,,,,,,,,,,L-Spec,False,True,0.9,"Descriptive grammars confirm the /ʃ/ suffix (orthographically -š) forms factitive verbs meaning 'to find (object) to be (adjective)', e.g., 'buorre' (good) -> 'buorášit' (to find something good).","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive grammars confirm the /ʃ/ suffix (orthographically -š) forms factitive verbs meaning 'to find (object) to be (adjective)', e.g., 'buorre' (good) -> 'buorášit' (to find something good).""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",3.0,"In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon.",1.0,"In North Sámi, sensive verbs involve at least one psychological verb.",,,,,,,,,,,L-Spec,False,True,0.9,"Descriptive grammars confirm that the 'sensitive' (sensitive) verb class in North Sámi is morphosyntactically defined and primarily consists of psychological verbs (e.g., 'dovdat' (know), 'muitalit' (tell)), though it may include a few non-psychological members.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive grammars confirm that the 'sensitive' (sensitive) verb class in North Sámi is morphosyntactically defined and primarily consists of psychological verbs (e.g., 'dovdat' (know), 'muitalit' (tell)), though it may include a few non-psychological members.""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",3.0,"In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon.",2.0,"In North Sámi, the suffix associated with sensive verbs is specified as “sensive” in the lexicon.",,,,,,,,,,,L-Spec,False,False,0.9,"Descriptive morphosyntactic analysis shows the suffix -š- (e.g., oaidnit 'to see' -> oainnášit 'to seem') is a derivational morpheme that creates inchoative or passive-like verbs; it is not a lexical feature 'sensive' but a productive grammatical process.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive morphosyntactic analysis shows the suffix -š- (e.g., oaidnit 'to see' -> oainnášit 'to seem') is a derivational morpheme that creates inchoative or passive-like verbs; it is not a lexical feature 'sensive' but a productive grammatical process.""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",4.0,"Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure.",1.0,"In North Sámi, the suffix associated with sensive verbs is specified as a realisation of a dynamic verbaliser in an intransitive structure.",,,,,,,,,,,L-Spec,False,True,0.8,"Descriptive analyses of North Sámi grammar (e.g., Nickel, 1990) confirm that the -ahttit suffix derives inchoative (sensive) verbs from adjectives, which are syntactically intransitive and semantically dynamic, indicating a change of state.","{""veredict"": true, ""confidence"": 0.8, ""rationale"": ""Descriptive analyses of North Sámi grammar (e.g., Nickel, 1990) confirm that the -ahttit suffix derives inchoative (sensive) verbs from adjectives, which are syntactically intransitive and semantically dynamic, indicating a change of state.""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",5.0,"The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP.",1.0,"In North Sami, the interpretation of the sensive verb and the experiencer role of the subject fail to follow from the specification of the suffix associated with sensive verbs as a realisation of a dynamic verbaliser in an intransitive structure, in combination with the syntax of the verb phrase as a whole.",,,,,,,,,,,L-Spec,False,False,0.8,"The statement is a theoretical claim, not a verifiable linguistic fact. It presents a conclusion about a specific analysis of North Sami syntax, which is a matter of theoretical interpretation and debate among linguists. It cannot be fact-checked as a true or false statement of empirical reality.","{""veredict"": false, ""confidence"": 0.8, ""rationale"": ""The statement is a theoretical claim, not a verifiable linguistic fact. It presents a conclusion about a specific analysis of North Sami syntax, which is a matter of theoretical interpretation and debate among linguists. It cannot be fact-checked as a true or false statement of empirical reality.""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",5.0,"The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP.",2.0,"In North Sami, the verb phrase as a whole lacks a stative verbaliser and a Voice head on top of a minimal adjectival phrase (aP) or nominal phrase (nP).",,,,,,,,,,,L-Spec,False,True,0.8,"The statement accurately reflects the analysis in generative syntax that North Sami lacks a dedicated stative verbalizer, instead licensing predicative adjectives and nouns directly via a predicative head, as described in scholarly works on Uralic languages.","{""veredict"": true, ""confidence"": 0.8, ""rationale"": ""The statement accurately reflects the analysis in generative syntax that North Sami lacks a dedicated stative verbalizer, instead licensing predicative adjectives and nouns directly via a predicative head, as described in scholarly works on Uralic languages.""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",6.0,"Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met.",1.0,There are vocabulary items in North Sami that could spell out the stative verbaliser are permitted to appear in the sensive verb phrase because the conditions for inserting them are met.,,,,,,,,,,,L-Spec,False,False,0.9,"The statement is syntactically incoherent and lacks a clear proposition. The phrase 'that could spell out the stative verbaliser are permitted to appear' is an ungrammatical and contradictory construction, making the entire claim impossible to evaluate.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The statement is syntactically incoherent and lacks a clear proposition. The phrase 'that could spell out the stative verbaliser are permitted to appear' is an ungrammatical and contradictory construction, making the entire claim impossible to evaluate.""}"
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",7.0,The consequence is that the suffix /ʃ/ is restricted to sensive verbs.,1.0,"In North Sami, the suffix /ʃ/ is available to all verbs as a consequence of other vocabulary items that could spell out the stative verbalizer being allowed to appear in the sensive verb phrase because the conditions for inserting them are met.",,,,,,,,,,,L-Spec,False,False,0.9,"The statement is a theoretical claim from Distributed Morphology, not an established descriptive fact. It posits a specific, unproven syntactic mechanism ('vocabulary insertion', 'spell-out') as the definitive cause for a morphological pattern, which is a matter of theoretical debate, not descriptive accuracy.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The statement is a theoretical claim from Distributed Morphology, not an established descriptive fact. It posits a specific, unproven syntactic mechanism ('vocabulary insertion', 'spell-out') as the definitive cause for a morphological pattern, which is a matter of theoretical debate, not descriptive accuracy.""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.2",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",1.0,North Sámi has a poor inventory of derivational suffixes.,,,,,,,,,,,L-Spec,False,False,0.9,"North Sámi possesses a rich and complex system of derivational morphology, including numerous suffixes for forming nouns, adjectives, and verbs from other parts of speech, contradicting the statement.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""North Sámi possesses a rich and complex system of derivational morphology, including numerous suffixes for forming nouns, adjectives, and verbs from other parts of speech, contradicting the statement.""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.3",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",2.0,"In North Sámi, derivational suffixes form nouns and adjectives from verbs.",,,,,,,,,,,L-Spec,False,True,1.0,Descriptive grammars confirm North Sámi uses derivational suffixes like -muš (nominalizer) and -meahttun (adjectivalizer) to productively form nouns and adjectives from verbs.,"{""veredict"": true, ""confidence"": 1.0, ""rationale"": ""Descriptive grammars confirm North Sámi uses derivational suffixes like -muš (nominalizer) and -meahttun (adjectivalizer) to productively form nouns and adjectives from verbs.""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.4",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",3.0,"In North Sámi, derivational suffixes form nouns from other verbs.",,,,,,,,,,,L-Spec,False,True,1.0,"Descriptive grammars confirm North Sámi uses derivational suffixes like -n, -muš, and -heapmi to form deverbal nouns from verbs.","{""veredict"": true, ""confidence"": 1.0, ""rationale"": ""Descriptive grammars confirm North Sámi uses derivational suffixes like -n, -muš, and -heapmi to form deverbal nouns from verbs.""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.5",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",4.0,"In North Sámi, derivational suffixes form verbs from nouns.",,,,,,,,,,,L-Spec,False,True,0.9,"Descriptive grammars confirm North Sámi productively uses derivational suffixes like -hit/-it, -ašit, and -stit to form verbs from nouns (e.g., 'vuodjit' (to drive) from 'vuodje' (track)).","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive grammars confirm North Sámi productively uses derivational suffixes like -hit/-it, -ašit, and -stit to form verbs from nouns (e.g., 'vuodjit' (to drive) from 'vuodje' (track)).""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.6",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",5.0,"In North Sámi, derivational suffixes form nouns from adjectives.",,,,,,,,,,,L-Spec,False,True,0.9,"Descriptive grammars confirm the existence of derivational morphology in North Sámi, including suffixes like -vuohta and -šattus that derive abstract nouns from adjectives.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive grammars confirm the existence of derivational morphology in North Sámi, including suffixes like -vuohta and -šattus that derive abstract nouns from adjectives.""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.7",2.0,"In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns.",1.0,"The suffix /ʃ/, spelled š, is an inflectional suffix in North Sámi.",,,,,,,,,,,L-Spec,False,True,0.9,"Descriptive grammars confirm /ʃ/ (š) is a phonemic inflectional suffix in North Sámi, marking the illative singular case on nouns (e.g., 'gilli' -> 'gillii' /gillii/ -> 'gillái' /gillɑj/ -> 'gilláš' /gillɑʃ/).","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive grammars confirm /ʃ/ (š) is a phonemic inflectional suffix in North Sámi, marking the illative singular case on nouns (e.g., 'gilli' -> 'gillii' /gillii/ -> 'gillái' /gillɑj/ -> 'gilláš' /gillɑʃ/).""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.8",2.0,"In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns.",2.0,"The suffix /ʃ/, spelled š, forms adjectives or nouns from verbs in North Sámi.",,,,,,,,,,,L-Spec,False,True,0.9,"Descriptive grammars confirm the suffix /ʃ/ (š) is a productive deverbal nominalizer, forming nouns (e.g., 'čuožžut' (to stand) -> 'čuožžuš' (standing person)) and, less frequently, adjectives.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive grammars confirm the suffix /ʃ/ (š) is a productive deverbal nominalizer, forming nouns (e.g., 'čuožžut' (to stand) -> 'čuožžuš' (standing person)) and, less frequently, adjectives.""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.9",3.0,"More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1)",1.0,"In North Sámi, the derivational suffix /ʃ/ fails to attach to an adjective or noun.",,,,,,,,,,,L-Spec,False,False,0.9,"The suffix /ʃ/ (orthographically -š) is a highly productive derivational suffix in North Sámi that attaches to adjectives to form abstract nouns (e.g., 'buorre' [good] -> 'buorášus' [goodness]) and to nouns to form adjectives (e.g., 'eana' [earth] -> 'eanaš' [earthly]).","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The suffix /ʃ/ (orthographically -š) is a highly productive derivational suffix in North Sámi that attaches to adjectives to form abstract nouns (e.g., 'buorre' [good] -> 'buorášus' [goodness]) and to nouns to form adjectives (e.g., 'eana' [earth] -> 'eanaš' [earthly]).""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.10",3.0,"More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1)",2.0,"In North Sámi, the attachment of the derivational suffix /ʃ/ to an adjective or noun returns an intransitive verb.",,,,,,,,,,,L-Spec,False,False,0.9,"The suffix /ʃ/ (orthographic -š) is a denominal verb suffix, but it typically forms transitive verbs, not intransitive ones. For example, from 'bárdni' (boy) comes 'bárdnišit' (to have a boy), which is transitive.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The suffix /ʃ/ (orthographic -š) is a denominal verb suffix, but it typically forms transitive verbs, not intransitive ones. For example, from 'bárdni' (boy) comes 'bárdnišit' (to have a boy), which is transitive.""}"
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.11",3.0,"More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1)",3.0,"In North Sámi, the resulting transitive verb (formed with the derivational suffix /ʃ/) means ‘[subject] fail to find [object] (too) ADJECTIVE/NOUN’.",,,,,,,,,,,L-Spec,False,False,0.9,"The suffix /-š/ (orthographic -š) in North Sámi forms an inchoative verb meaning 'to become X', not a transitive verb of failure. E.g., 'buorre' (good) -> 'buorášit' (to become good).","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The suffix /-š/ (orthographic -š) in North Sámi forms an inchoative verb meaning 'to become X', not a transitive verb of failure. E.g., 'buorre' (good) -> 'buorášit' (to become good).""}"
