article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,annotator1_class,annotator1_language,annotator2_class,annotator2_language,annotator3_class,annotator3_language,gemini_class,gemini_language,openai_class,openai_language,gold_class
glossa-4968-childs,1 Introduction,"Negation is a fervently-debated phenomenon within formal syntactic enquiry, as it is a universal property of language that is, at the same time, highly variable in terms of how it is expressed (Mazzon 2004: 94). The variability of negation also makes it an intriguing object of study for variationist sociolinguists, given their interest in the factors that condition speakers’ choices between linguistic forms that convey the same meaning (Tagliamonte 2006). Formal syntactic theory and variationist sociolinguistics are often depicted as somewhat incompatible “opposites”, because of their respective focus on linguistic competence and general linguistic principles on the one hand, versus performance and variability on the other (Wilson and Henry 1998). However, recent studies have advocated bridging the gap between the two in analysing morpho-syntactic variation and change (Wilson and Henry 1998; Adger and Smith 2005; 2010; Cornips and Corrigan 2005a; b; Adger and Trousdale 2007; Buchstaller et al. 2013; Burnett et al. under review), with Barbiers (2005: 235) suggesting that “it is the task of sociolinguists to describe and explain the patterns of variation that occur within a linguistic community given the theoretical limits of this variation uncovered by generative linguistics [emphasis mine]”. This paper takes such an approach and argues that integrating formal theory into variationist analysis of morpho-syntactic variation allows for: (i) more careful delimitation of the linguistic variable and its contexts, taking into consideration the constraints of the grammar; (ii) theoretically-informed decision-making as to the inclusion and exclusion of tokens; and (iii) using production data to test hypotheses that can elucidate how variants are derived from the grammar. Adopting this approach, my investigation focuses specifically on the alternation between not-negation (1), no-negation (2) and negative concord (3) in English.21",5.0,"This paper takes such an approach and argues that integrating formal theory into variationist analysis of morpho-syntactic variation allows for: (i) more careful delimitation of the linguistic variable and its contexts, taking into consideration the constraints of the grammar; (ii) theoretically-informed decision-making as to the inclusion and exclusion of tokens; and (iii) using production data to test hypotheses that can elucidate how variants are derived from the grammar.",2.0,Integrating formal theory into variationist analysis of morpho-syntactic variation allows for theoretically-informed decision-making as to the inclusion and exclusion of tokens.,L-Theo,,L-Theo,,L-Theo,,S,,S,,L-Theo
glossa-4968-childs,1 Introduction,"Negation is a fervently-debated phenomenon within formal syntactic enquiry, as it is a universal property of language that is, at the same time, highly variable in terms of how it is expressed (Mazzon 2004: 94). The variability of negation also makes it an intriguing object of study for variationist sociolinguists, given their interest in the factors that condition speakers’ choices between linguistic forms that convey the same meaning (Tagliamonte 2006). Formal syntactic theory and variationist sociolinguistics are often depicted as somewhat incompatible “opposites”, because of their respective focus on linguistic competence and general linguistic principles on the one hand, versus performance and variability on the other (Wilson and Henry 1998). However, recent studies have advocated bridging the gap between the two in analysing morpho-syntactic variation and change (Wilson and Henry 1998; Adger and Smith 2005; 2010; Cornips and Corrigan 2005a; b; Adger and Trousdale 2007; Buchstaller et al. 2013; Burnett et al. under review), with Barbiers (2005: 235) suggesting that “it is the task of sociolinguists to describe and explain the patterns of variation that occur within a linguistic community given the theoretical limits of this variation uncovered by generative linguistics [emphasis mine]”. This paper takes such an approach and argues that integrating formal theory into variationist analysis of morpho-syntactic variation allows for: (i) more careful delimitation of the linguistic variable and its contexts, taking into consideration the constraints of the grammar; (ii) theoretically-informed decision-making as to the inclusion and exclusion of tokens; and (iii) using production data to test hypotheses that can elucidate how variants are derived from the grammar. Adopting this approach, my investigation focuses specifically on the alternation between not-negation (1), no-negation (2) and negative concord (3) in English.22",5.0,"This paper takes such an approach and argues that integrating formal theory into variationist analysis of morpho-syntactic variation allows for: (i) more careful delimitation of the linguistic variable and its contexts, taking into consideration the constraints of the grammar; (ii) theoretically-informed decision-making as to the inclusion and exclusion of tokens; and (iii) using production data to test hypotheses that can elucidate how variants are derived from the grammar.",3.0,Integrating formal theory into variationist analysis of morpho-syntactic variation allows for using production data to test hypotheses that can elucidate how variants are derived from the grammar.,L-Theo,,L-Theo,,L-Theo,,S,,S,,L-Theo
glossa-4968-childs,1 Introduction,"Negation is a fervently-debated phenomenon within formal syntactic enquiry, as it is a universal property of language that is, at the same time, highly variable in terms of how it is expressed (Mazzon 2004: 94). The variability of negation also makes it an intriguing object of study for variationist sociolinguists, given their interest in the factors that condition speakers’ choices between linguistic forms that convey the same meaning (Tagliamonte 2006). Formal syntactic theory and variationist sociolinguistics are often depicted as somewhat incompatible “opposites”, because of their respective focus on linguistic competence and general linguistic principles on the one hand, versus performance and variability on the other (Wilson and Henry 1998). However, recent studies have advocated bridging the gap between the two in analysing morpho-syntactic variation and change (Wilson and Henry 1998; Adger and Smith 2005; 2010; Cornips and Corrigan 2005a; b; Adger and Trousdale 2007; Buchstaller et al. 2013; Burnett et al. under review), with Barbiers (2005: 235) suggesting that “it is the task of sociolinguists to describe and explain the patterns of variation that occur within a linguistic community given the theoretical limits of this variation uncovered by generative linguistics [emphasis mine]”. This paper takes such an approach and argues that integrating formal theory into variationist analysis of morpho-syntactic variation allows for: (i) more careful delimitation of the linguistic variable and its contexts, taking into consideration the constraints of the grammar; (ii) theoretically-informed decision-making as to the inclusion and exclusion of tokens; and (iii) using production data to test hypotheses that can elucidate how variants are derived from the grammar. Adopting this approach, my investigation focuses specifically on the alternation between not-negation (1), no-negation (2) and negative concord (3) in English.23",6.0,"Adopting this approach, my investigation focuses specifically on the alternation between not-negation (1), no-negation (2) and negative concord (3) in English.1",1.0,"The investigation, adopting the approach of integrating formal theory into variationist analysis of morpho-syntactic variation, focuses specifically on the alternation between not-negation, no-negation, and negative concord in English.",S,,L-Spec,English,L-Spec,English,S,,S,,S
glossa-15197-hassen,1 Introduction,"P(reposition)-omission under sluicing is an important point for theories of ellipsis. Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation. Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",1.0,P(reposition)-omission under sluicing is an important point for theories of ellipsis.,1.0,Preposition omission under sluicing is important for theories of ellipsis.,,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1 Introduction,"P(reposition)-omission under sluicing is an important point for theories of ellipsis. Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation. Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",2.0,"Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation.",1.0,"Ross (1969) coined the term ""sluicing"".",,,,,,,C,,C,,C
glossa-15197-hassen,1 Introduction,"P(reposition)-omission under sluicing is an important point for theories of ellipsis. Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation. Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",2.0,"Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation.",2.0,"In Ross (1969), elliptical interrogatives are derived from verbal interrogatives by a deletion operation.",,,,,,,C,,C,,C
glossa-15197-hassen,1 Introduction,"P(reposition)-omission under sluicing is an important point for theories of ellipsis. Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation. Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",2.0,"Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation.",3.0,Elliptical interrogatives are derived from verbal interrogatives by a deletion operation.,,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1 Introduction,"P(reposition)-omission under sluicing is an important point for theories of ellipsis. Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation. Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",3.0,"Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",1.0,Levin (1982) was the first to point out that a preposition can be omitted in a sluicing construction.,,,,,,,C,,C,,C
glossa-15197-hassen,1 Introduction,"P(reposition)-omission under sluicing is an important point for theories of ellipsis. Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation. Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",3.0,"Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",2.0,"In a sluicing construction, a preposition can be omitted.",,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1 Introduction,"P(reposition)-omission under sluicing is an important point for theories of ellipsis. Ross (1969), who coined the term sluicing, derives elliptical interrogatives from verbal ones by a deletion operation. Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",3.0,"Levin (1982) was the first to point out that the preposition can be omitted in a sluice, unlike a verbal interrogative (1a).",3.0,"In a verbal interrogative, a preposition cannot be omitted in the way it can be omitted in a sluicing construction.",,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1 Introduction,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969). Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",1.0,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969).",1.0,There is a major mismatch between sluices and verbal interrogatives.,,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1 Introduction,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969). Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",1.0,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969).",2.0,The major mismatch between sluices and verbal interrogatives may cast doubt on syntactic theories that derive sluices from verbal interrogatives.,,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1 Introduction,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969). Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",1.0,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969).",3.0,Ross (1969) is cited in connection with the claim about doubts regarding syntactic theories that derive sluices from verbal interrogatives.,,,,,,,C,,C,,C
glossa-15197-hassen,1 Introduction,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969). Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",2.0,"Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",1.0,The linguistics literature has noted additional mismatches beyond the mismatch between sluices and verbal interrogatives.,,,,,,,C,,C,,L-Theo
glossa-15197-hassen,1 Introduction,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969). Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",2.0,"Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",2.0,Merchant (2001) noted a mismatch between sluices and verb forms.,,,,,,,C,,C,,C
glossa-15197-hassen,1 Introduction,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969). Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",2.0,"Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",3.0,There are mismatchs between sluices and verb forms.,,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1 Introduction,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969). Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",2.0,"Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",4.0,Ross (1969) noted a mismatch between sluices and grammatical person.,,,,,,,C,,C,,C
glossa-15197-hassen,1 Introduction,"This highlights a major mismatch between sluices and verbal interrogatives, which may cast doubts on syntactic theories deriving the former from the latter (cf. Ross 1969). Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",2.0,"Other mismatches have been noticed in the literature, such as verb form mismatch (Merchant 2001) and person mismatch (Ross 1969).",5.0,There can be mismatchs between sluices and grammatical person.,,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions. Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",1.0,Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions.,1.0,"In Merchant (2001), sluicing constructions are derived from their corresponding full verbal counterparts (i.e., non-elliptical source structures).",,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions. Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",1.0,Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions.,2.0,"Sluicing constructions are derived from their corresponding full verbal counterparts (i.e., non-elliptical source structures).",,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions. Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",1.0,Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions.,3.0,"In Merchant (2001), preposition omission under sluicing is derived from preposition stranding in regular wh-questions.",,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions. Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",1.0,Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions.,4.0,Preposition omission under sluicing is derived from preposition stranding in regular wh-questions.,,,,,,,L-Theo,,L-Theo,,L-Theo
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions. Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",2.0,"Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",1.0,English has two options for forming wh-questions.,,,,,,,L-Spec,English,L-Spec,English,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions. Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",2.0,"Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",2.0,English allows sluicing constructions that include a preposition.,,,,,,,L-Spec,English,L-Spec,English,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"Merchant (2001) derives sluices from verbal counterparts and P-omission under sluicing from P-stranding in regular wh-questions. Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",2.0,"Thus English, which has two options for wh-questions, allows for sluices with (3a) and without (3b) a preposition.",3.0,English allows sluicing constructions that omit a preposition.,,,,,,,L-Spec,English,L-Spec,English,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",1.0,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization.",1.0,Merchant (2001) claims that non-P-stranding languages ban P-omission under sluicing,,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",1.0,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization.",2.0,Non-P-stranding languages ban P-omission under sluicing,,,,,,,L-Typo,,L-Typo,,L-Theo
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",1.0,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization.",3.0,"Merchant (2001) uses the term ""Preposition Stranding Generalization"" to refer to the banning of P-omission under sluicing.",,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",1.0,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization.",4.0,"""Preposition Stranding Generalization"" refer to the banning of P-omission under sluicing.",,,,,,,S,,S,,L-Theo
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",1.0,Many languages that do not allow preposition stranding have been shown to allow preposition omission under sluicing.,,,,,,,L-Typo,,L-Typo,,L-Typo
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,Fortin (2007) reports that Indonesian allows preposition omission under sluicing.,,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",3.0,Sato (2011) reports that Indonesian allows preposition omission under sluicing.,,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",4.0,Indonesian is a non-P-stranding language.,,,,,,,L-Spec,Indonesian,L-Spec,Indonesian,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",5.0,Indonesian has been shown to allow preposition omission under sluicing.,,,,,,,L-Spec,Indonesian,L-Spec,Indonesian,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",6.0,Almeida and Yoshida (2007) report that Brazilian Portuguese allows preposition omission under sluicing.,,,,,,,C,,C,,C
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",7.0,Brazilian Portuguese is a non-P-stranding language.,,,,,,,L-Spec,Brazilian Portuguese,L-Spec,Brazilian Portuguese,L-Spec
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"He claims that non-P-stranding languages ban P-omission under sluicing, which he calls the Preposition Stranding Generalization. However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",2.0,"However, many non-P-stranding languages have been shown to allow for it, including Indonesian (Fortin 2007; Sato 2011), Brazilian Portuguese (Almeida & Yoshida 2007), Spanish (Rodrigues et al. 2009), Polish (Sag & Nykiel 2011; Nykiel 2013), Russian (Philippova 2014), Bulgarian (Abels 2017), Greek and German (Molimpakis 2019), Mauritian creole (Abeillé & Hassamal 2019) and Saudi Arabic (Alshaalan & Abels 2020).",8.0,Brazilian Portuguese has been shown to allow preposition omission under sluicing.,,,,,,,L-Spec,Brazilian Portuguese,L-Spec,Brazilian Portuguese,L-Spec
