article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,KIM Class,KIM Language,JOHN Class,JOHN Language,LUCIA Class,LUCIA Language,GEMINI Class,GEMINI Language,OPENAI Class,OPENAI Language,Gold Class,Gold Verification
glossa-15197-hassen,1.1 Two structural analyses of P-omission under sluicing,"Since clefts are used to focus an element in a set, they suggest that P-omission improves when the remnant belongs to such a set, as is the case with a nominal correlate (una chica ‘a girl’) and an anaphoric remnant (cuál ‘which’) (see (4)), compared to a pronominal correlate (alguien ‘someone’) and a non-anaphoric remnant (quién ‘who’) as in (5).",1.0,"Since clefts are used to focus an element in a set, they suggest that P-omission improves when the remnant belongs to such a set, as is the case with a nominal correlate (una chica ‘a girl’) and an anaphoric remnant (cuál ‘which’) (see (4)), compared to a pronominal correlate (alguien ‘someone’) and a non-anaphoric remnant (quién ‘who’) as in (5).",6.0,"In the configuration with the pronominal correlate ""alguien"" (‘someone’) and the non-anaphoric remnant ""quién"" (‘who’), preposition omission (P-omission) is described as more improved (or more acceptable) than in the configuration with ""una chica"" and ""cuál"".",,,,,,,,,,,L-Spec,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",3.0,"Under direct interpretation approaches to ellipsis, an interrogative sluice is derived from a full interrogative counterpart.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",5.0,"Under direct interpretation approaches to ellipsis, a wh-fragment fails to recover its propositional meaning from an antecedent that is unavailable in the discourse context.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",7.0,"Under direct interpretation approaches to ellipsis, a wh-fragment determines the syntactic properties of a contextual correlate.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",9.0,"Under direct interpretation approaches to ellipsis, a wh-fragment lacks its semantic properties from a contextual correlate.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"1. This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"If the correlate (i.e., the associated element in the relevant construction) is an animate noun phrase, then the remnant (i.e., the remaining element after an ellipsis or reduction operation) must be a non-animate noun phrase.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"1. This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",2.0,"If the correlate is an animate noun phrase, then the remnant must be a prepositional phrase.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"When an antecedent clause includes a prepositional phrase (PP), exactly one correlate is available in the antecedent: neither the entire prepositional phrase nor the noun phrase (NP) contained inside the prepositional phrase.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",2.0,"Given an antecedent clause that includes a prepositional phrase (PP), there is exactly one possible corresponding remnant: a noun phrase (NP) remnant.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",1.0,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role.",1.0,"Under the relevant theories, every human language must prohibit omission of a preposition (P-omission) in sluicing constructions (sluices).",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",1.0,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role.",2.0,"Under the relevant theories, non-syntactic factors (i.e., factors not part of the narrow syntax) determine that preposition omission occurs in sluicing constructions.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",2.0,"Polish is a language that allows preposition stranding (i.e., Polish is a preposition-stranding language).",,,,,,,,,,,L-Spec,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",4.0,Omission of a preposition (P-omission) is unacceptable in Polish sluicing constructions.,,,,,,,,,,,L-Spec,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",6.0,A cleft-structure source analysis cannot be used for sluicing cases.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",3.0,"She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",,"Preposition omission (P-omission) in Polish sluicing is less acceptable or less likely when the correlate and the sluice remnant are nominal (i.e., noun-phrase-like).",,,,,,,,,,,L-Spec,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",3.0,"She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",,"When the correlate is pronominal (i.e., a pronoun), sluicing more strongly favors remnants that are bare noun phrases rather than prepositional phrases (PP remnants).",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,1.0,Interpreting a sluice involves a processing benefit.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,2.0,Interpreting a sluice requires the comprehender to fail to identify an antecedent for the sluiced material.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,3.0,The processing cost of interpreting a sluice is due to the ability to interpret the sluiced material without identifying an antecedent.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",2.0,"In anaphora processing, all potential antecedents are equally accessible as other potential antecedents.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",4.0,"In anaphora processing, all retrieval cues are equally effective as other retrieval cues for identifying an antecedent.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",6.0,"In sluice interpretation, all potential antecedents are equally accessible as other potential antecedents.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",8.0,"In sluice interpretation, all retrieval cues are equally effective as other retrieval cues for identifying an antecedent.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,2.0,"In antecedent retrieval, pronominal correlates are more accessible than nominal correlates.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,4.0,Nominal correlates have poorer semantic content than pronominal correlates.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,6.0,Pronominal correlates have richer morphosyntactic content than nominal correlates.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,8.0,The greater accessibility of nominal correlates compared to pronominal correlates is due to nominal correlates having poorer semantic and morphosyntactic content.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",1.0,Prepositions act as cues that hinder a comprehender from retrieving the prepositional-phrase (PP) correlate during sentence processing.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",2.0,"The presence of a preposition causes the wh-word ""who"" to be misinterpreted as referring to the individual named Paul.",,,,,,,,,,,L-Spec,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",3.0,Including the preposition (P-inclusion) in sluicing constructions incurs a processing cost for comprehenders.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"In Russian, preposition length decreases the likelihood of preposition omission (P-omission) in sluicing constructions.",,,,,,,,,,,L-Spec,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",4.0,"In Polish, preposition length decreases the likelihood of preposition omission (P-omission) in sluicing constructions.",,,,,,,,,,,L-Spec,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",5.0,Russian and Polish show different effects of preposition length on the likelihood of preposition omission (P-omission) in sluicing constructions.,,,,,,,,,,,L-Typo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",1.0,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission.",3.0,The principle called Minimize Forms (MiF) disfavors ellipsis and preposition omission (P-omission).,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",1.0,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission.",5.0,The principle called Minimize Domains (MiD) may favor preposition omission (P-omission).,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",2.0,"According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns.",1.0,"The Minimize Forms (MiF) principle states that linguistic forms must be fully expressed (for example, without ellipsis) even when the necessary information can be easily retrieved from the context.",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",2.0,"According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns.",2.0,The Minimize Forms (MiF) principle assumes that pronouns are more accessible than full noun phrases in context-based retrieval.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,"For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",1.0,"For sluicing constructions, the Minimize Forms (MiF) principle predicts that preposition omission (P-omission) is more likely when the correlate is pronominal (a pronoun) rather than nominal (a noun phrase).",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,"For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",2.0,"For sluicing constructions, the Minimize Forms (MiF) principle predicts that preposition omission (P-omission) is more likely when the sluice remnant is pronominal (a pronoun) rather than nominal (a noun phrase).",,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,"For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,Nominal correlates are inaccessible in the relevant sense assumed by the Minimize Forms (MiF) principle.,,,,,,,,,,,L-Theo,False
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,"For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",4.0,Pronominal sluice remnants provide better cues than nominal sluice remnants for retrieving the elided material in sluicing.,,,,,,,,,,,L-Theo,False
